?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/HAO_0000691>	"The area that is located ventromedially on the paraocular area and is surrounded partly by the epistomal sulcus."	
<http://purl.obolibrary.org/obo/HAO_0000003>		
<http://purl.obolibrary.org/obo/HAO_0001874>	"The tergite that is located on the abdominal tergum 10."	
<http://purl.obolibrary.org/obo/HAO_0000803>	"The labial muscle that is unpaired, arises from the postmentum and inserts on the proximal margin of the prementum."	
<http://purl.obolibrary.org/obo/HAO_0001807>	"The procoxal muscle that originates from the propleural arm."	
<http://purl.obolibrary.org/obo/HAO_0001599>		
<http://purl.obolibrary.org/obo/HAO_0000658>	"The area that is concave and surrounds the postocciput."	
<http://purl.obolibrary.org/obo/HAO_0001678>	"The area that is concave is located medially on the scutellar plate and corresponds to the opening of an exocrine gland."	
<http://purl.obolibrary.org/obo/HAO_0000661>	"The multi-tissue structure that is located on the top of the head, composed of the corneal lens, pigment cell, rhabdoms and synaptic plexus."	
<http://purl.obolibrary.org/obo/AISM_0000447>	"The mesotibial spur that is located on the ventral side of the tibial distal margin and is ventral to the dorsal protibial spur."	
<http://purl.obolibrary.org/obo/HAO_0001116>	"The thoracic muscle that inserts on the laterocervicalia."	
<http://purl.obolibrary.org/obo/HAO_0000619>	"The metatrochanteral muscle that arises from the metapleuron and inserts on the metatrochanteral apodeme."	
<http://purl.obolibrary.org/obo/HAO_0001453>	"The process that is located anteriorly on the proximal margin of the probasitarsus and corresponds to the site of insertion of the anterior protibio-probasitarsal muscle."	
<http://purl.obolibrary.org/obo/HAO_0001828>	"The thoracic muscle that inserts on the mesosubalare."	
<http://purl.obolibrary.org/obo/HAO_0001704>	"The process that extends laterally from the proximal part of the second valvula and forms the median part of the basal articulation, and corresponds to the site of attachment for the anterior second valvifer-second valvula muscle."	
<http://purl.obolibrary.org/obo/HAO_0000335>	"The mesophragmal muscle that extends between the prophragma and mesophragma."	
<http://purl.obolibrary.org/obo/AISM_0000107>	"The cuticular region that is anterior (distal) to the neck membrane (encircled by the neck membrane) and contains the head capsule, the antenna, the eyes, mouthparts and surrounds the brain."@en	
<http://purl.obolibrary.org/obo/HAO_0000571>		
<http://purl.obolibrary.org/obo/HAO_0002595>	"The muscle that is attached to vagina and to the 7th abdominal sternum."	
<http://purl.obolibrary.org/obo/HAO_0001224>	"The area that is heavily pigmented, raised and located proximally on the harpe."	
<http://purl.obolibrary.org/obo/HAO_0000210>	"The process that is located medially on the clypeus."	
<http://purl.obolibrary.org/obo/HAO_0000937>	"The flagellomere that is modified and located on a male organism."	
<http://purl.obolibrary.org/obo/HAO_0001123>	"The trochanter that is located on the fore leg."	
<http://purl.obolibrary.org/obo/HAO_0000998>	"The apodeme that connects medially the tentorial arms."	
<http://purl.obolibrary.org/obo/HAO_0002384>	"The process that is located on the upper face dorsal to the intertorular carina and corresponds internally to a conical apodeme and not the tentorium."	
<http://purl.obolibrary.org/obo/AISM_0000524>	"The cuticular fovea that is small."@en	
<http://purl.obolibrary.org/obo/HAO_0002128>	"The setiferous patch that is located distolaterally on the galeo-lacinial complex."	
<http://purl.obolibrary.org/obo/HAO_0000334>	"The propleural muscle that arises medially from the prophragma and inserts on the posterodorsal margin of the propleuron."	
<http://purl.obolibrary.org/obo/HAO_0001452>	"The process that is located anteriorly on the proximal margin of the metabasitarsus and corresponds to the site of insertion of the anterior metatibio-metabasitarsal muscle."	
<http://purl.obolibrary.org/obo/HAO_0002337>	"The anterolateral spine of the dorsal side of the petiolar node."	
<http://purl.obolibrary.org/obo/HAO_0002248>	"The apophysis that is located proximomedially on the female S7."	
<http://purl.obolibrary.org/obo/HAO_0000330>	"The axillary sclerite that articulates with the mesonotum."	
<http://purl.obolibrary.org/obo/HAO_0001651>	"The line that is lobgitudinal and is located  closer to the midline than to the lateral margin of the mesoscutellum."	
<http://purl.obolibrary.org/obo/HAO_0000741>	"The sulcus that extends posteriorly along the epicnemial carina."	
<http://purl.obolibrary.org/obo/PATO_0000587>	"A size quality which is relatively low."	
<http://purl.obolibrary.org/obo/AISM_0004140>	"The part of the sternum that is attached to the posterior margin of the spinasternum."@en	
<http://purl.obolibrary.org/obo/AISM_0000046>	"The conjunctiva of the insect thorax joining the prothorax and the mesothorax."@en	
<http://purl.obolibrary.org/obo/HAO_0001353>	"The apodeme that is located lateroventrally on the mesolaterophragma and corresponds to the site of insertion of the mesofurco-mesolaterophragmal muscles."	
<http://purl.obolibrary.org/obo/HAO_0001363>	"The profurcal muscle that arises from the mesofurca."	
<http://purl.obolibrary.org/obo/HAO_0001677>	"The process that is located just medially of the margin of the scutellar plate."	
<http://purl.obolibrary.org/obo/HAO_0001161>	"The region that is located lateral to the mesoscutellar disc and is delimited posterolaterally by the mesoscutellar arm and anterolaterally by the scutoscutellar sulcus."	
<http://purl.obolibrary.org/obo/UBERON_0000971>		
<http://purl.obolibrary.org/obo/HAO_0001344>	"The metapleuro-metabasalar muscle that arises posterior to the paracoxal ridge."	
<http://purl.obolibrary.org/obo/HAO_0002067>	"The flagellomere that is located immediately distal to flagellomere 13."	
<http://purl.obolibrary.org/obo/HAO_0000008>		
<http://purl.obolibrary.org/obo/HAO_0002442>	"The flange on the lateral part of the prinicipal carina of the stipes."	
<http://purl.obolibrary.org/obo/HAO_0001465>	"The mediotergite that is located on abdominal tergum 10."	
<http://purl.obolibrary.org/obo/PATO_0002258>	"A shape quality inhering in a bearer by virtue of the bearer's having a point."@en	
<http://purl.obolibrary.org/obo/PATO_0002258>	"A shape quality inhering in a bearer by virtue of the bearer's having a point."	
<http://purl.obolibrary.org/obo/AISM_0004240>	"The cuticular suture composed of both the coronal suture and paired frontal sutures."@en	
<http://purl.obolibrary.org/obo/HAO_0001436>	"The articulation that is composed of the anterior tibial condyle and fossa of the femur and the anterior femoral condyle and fossa of the tibia."	
<http://purl.obolibrary.org/obo/AISM_0004007>	"The conjunctiva of the head capsule that connects the antennifer and the scapus."@en	
<http://purl.obolibrary.org/obo/AISM_0000069>	"The cuticle of the segment of a hind leg attached to the distal margin of the metafemur by the metafemoro-metatibial conjunctiva."@en	
<http://purl.obolibrary.org/obo/AISM_0004316>		
<http://purl.obolibrary.org/obo/HAO_0001561>	"The anatomical line that is the longest horizontal diameter (major axis) of the oral foramen."	
<http://purl.obolibrary.org/obo/AISM_0000328>	"The conjunctiva that is part of the metatarsus, is encircled by metatarsomere 2 and encircles metatarsomere 3."@en	
<http://purl.obolibrary.org/obo/HAO_0000284>	"The body region that is composed of the sclerites and muscles of the external male genitalia."	
<http://purl.obolibrary.org/obo/AISM_0000411>	"The setigerous cuticular puncture that is flattened and does not have a cuticular granule."@en	
<http://purl.obolibrary.org/obo/HAO_0002486>	"The fossa that receives the metepimeral condyle of abdomina tergum 1."	
<http://purl.obolibrary.org/obo/HAO_0000566>	"The area of the mesopectus that is located laterally of the mesodiscrimen."	
<http://purl.obolibrary.org/obo/HAO_0002169>	"The area of the second valvifer which is anterior to the anatomical line that is the shortest distance from the first valviferal fossa of the second valvifer and the ventral margin of the second valvifer."	
<http://purl.obolibrary.org/obo/HAO_0002516>	"The median row of spines on the mesoscutellum."	
<http://purl.obolibrary.org/obo/HAO_0002373>	"The anatomical cluster posterior to the malar sulcus that is composed of carinae radiating from the pleurostomal condyle."	
<http://purl.obolibrary.org/obo/HAO_0001798>	"The antennal muscle that arises anteriorly from the anterior tentorial arm anteromedially of the site of origin of the anterior tentorio-scapal muscle and inserts medially on the proximal part of the scape."	
<http://purl.obolibrary.org/obo/HAO_0000701>	"The male genitalia muscle that arises from the proximal apex of the parossiculus and inserts medially on the penisvalva. The muscle inserts on the ergot if present."	
<http://purl.obolibrary.org/obo/HAO_0000820>	"The pretarsus that is composed of the empodium, planta, unguitractor plate, auxiliar sclerite and orbicula."	
<http://purl.obolibrary.org/obo/HAO_0000007>		
<http://purl.obolibrary.org/obo/HAO_0000117>	"The sulcus that extends between the lateral end of the acetabular carina and the dorsal margin of the mesopleuron anterior to the mesopleural wing articulation."	
<http://purl.obolibrary.org/obo/HAO_0001527>	"The genuflexor plate that is located in the hind leg."	
<http://purl.obolibrary.org/obo/HAO_0000929>	"The subdivision of the body that is metameric and is connected to other metameric subdivisions by muscles and is delimited by its sclerites."	
<http://purl.obolibrary.org/obo/AISM_0004124>	"The conjunctiva of the insect abdomen that connects the abdominal sternite IX and the abdominal sternite X."@en	
<http://purl.obolibrary.org/obo/HAO_0000805>	"The carina that is transverse and extends posteriorly of the lateral ocelli and compound eye and delimits anteriorly the preoccipital lunula."	
<http://purl.obolibrary.org/obo/AISM_0000417>	"The anatomical margin part of the dorsal protibial margin that is proximal to dorsal protibial cuticular tooth 1 and distal to dorsal protibial cuticular tooth 2."@en	
<http://purl.obolibrary.org/obo/HAO_0002431>	"The anatomical line between the anteriormost point of the anterior rim of pronotum and the posterodorsal edge of the nucha in lateral view."	
<http://purl.obolibrary.org/obo/BSPO_0000061>		"FBql:00005852 FBcv:0000066"
<http://purl.obolibrary.org/obo/AISM_0000336>	"The cuticle of the flagellomere that is distal to the flagellomere 3 and is encircled by the flagellomere 3-flagellomere 4 conjunctiva."@en	
<http://purl.obolibrary.org/obo/HAO_0000006>		
<http://purl.obolibrary.org/obo/HAO_0001524>	"The humeral complex that is located on the fore wing."	
<http://purl.obolibrary.org/obo/AISM_0004051>	"The region of the cuticle that is composed of the clypeus and the labrum."@en	
<http://purl.obolibrary.org/obo/HAO_0001434>	"The articular process that is located anteriorly on the proximal margin of the mesotrochanter and bears the anterior coxal fossa of the mesotrochanter."	
<http://purl.obolibrary.org/obo/HAO_0002352>	"The anatomical cluster that is composed of concentric carinae that encircle the antennal foramen."	
<http://purl.obolibrary.org/obo/HAO_0000855>	"The phragma that extends along the anterior margin of the mesonotum."	
<http://purl.obolibrary.org/obo/HAO_0000626>	"The tagma that is connected anteriorly to the metapectal-propodeal complex at the propodeal foramen and consists of abdominal segments."	
<http://purl.obolibrary.org/obo/AISM_0004150>	"The region of cuticle of the dorso-lateral region of the pterothorax that is surrounded by the noto-pleural conjunctiva and articulated with the epimeron."@en	
<http://purl.obolibrary.org/obo/HAO_0001058>	"The edge that sets off the ventral vertical lobe of the propleuron from the ventral propleural area."	
<http://purl.obolibrary.org/obo/HAO_0000656>	"The sulcus that is paired, extends dorsally from the posterior tentorial pit towards lateral ocellus and corresponds with the occipital ridge."	
<http://purl.obolibrary.org/obo/UBERON_0000970>		
<http://purl.obolibrary.org/obo/HAO_0001340>	"The process that is located posteriorly on the proximal margin of the probasitarsus and corresponds to the site of insertion of the posterior protibio-probasitarsal muscle."	
<http://purl.obolibrary.org/obo/HAO_0002205>	"The spine on the distal part of ligula that is connected proximolaterally to the neighboring glossal hair by a carina."	
<http://purl.obolibrary.org/obo/HAO_0002074>	"The condyle that is located on the cranium and articulates with the cranial fossa of the cardo."	
<http://purl.obolibrary.org/obo/HAO_0000005>		
<http://purl.obolibrary.org/obo/HAO_0001114>	"The head muscle that inserts on the maxilla."	
<http://purl.obolibrary.org/obo/HAO_0000280>	"The pit that is located at the proximal end of the dorsal carina on the abdominal tergum 2."	
<http://purl.obolibrary.org/obo/AISM_0002079>	"The dorsoventral thoracic muscle that extends between the antero-lateral region of the pronotum and the medial region of the propleuron."@en	
<http://purl.obolibrary.org/obo/HAO_0001999>	"The pit that is located proximally on the abdominal tergum 2 between the dorsal and lateral petiolar carinae."	
<http://purl.obolibrary.org/obo/HAO_0002010>	"The area that corresponds to the site of insertion of the metaphragmo-second abdominal tergal muscle."	
<http://purl.obolibrary.org/obo/HAO_0002458>	"The sulcus along the dorsal margin of the transverse pronotal carina that is posterior to the epomial carina and ventral to the pronotal suprahumeral sulcus"	
<http://purl.obolibrary.org/obo/AISM_0004039>	"The apophysis of the tentorium that is connected to an anterior tentorial arm."@en	
<http://purl.obolibrary.org/obo/HAO_0000581>	"The subalare that is located in the mesothorax."	
<http://purl.obolibrary.org/obo/HAO_0002055>	"The notch that is on the distoventral margin of the gonostyle/volsella complex laterally of the gonostyle/volsella complex-gonossiculus articulation."	
<http://purl.obolibrary.org/obo/HAO_0000406>	"The carina that extends on the vertex between the outer orbits."	
<http://purl.obolibrary.org/obo/HAO_0000884>		
<http://purl.obolibrary.org/obo/HAO_0001526>	"The genuflexor plate that is located in the mid leg."	
<http://purl.obolibrary.org/obo/HAO_0002540>	"The lock between a sclerite that is on or continuous with the tibial flexor tendon and the ventral femoral wall."	
<http://purl.obolibrary.org/obo/HAO_0001801>	"The anterior thoracic spiracle occlusor muscle that originates from the prepectus and inserts on the mesothoracic spiracle."	
<http://purl.obolibrary.org/obo/AISM_0000525>	"The cuticular protrusion of a sclerite that is small and convex."@en	
<http://purl.obolibrary.org/obo/HAO_0002332>	"The median notch that is on the distal clypeal margin."	
<http://purl.obolibrary.org/obo/HAO_0002472>	"The anatomical line that is the shortest between the first abdominal spiracle and the lateral margin of the metanotum."	
<http://purl.obolibrary.org/obo/HAO_0000448>		
<http://purl.obolibrary.org/obo/HAO_0001033>	"The area that is located proximally on the femur and is delimited by a groove."	
<http://purl.obolibrary.org/obo/HAO_0001776>	"The ninth abdominal tergal muscle that arises from the anterolateral margin of female T8 and inserts on the anterolateral margin of female T9."	
<http://purl.obolibrary.org/obo/HAO_0002287>	"The well delineated depressed area that is submedian on the pronotum, and is delimited medially by the median bridge of the pronotal plate."	
<http://purl.obolibrary.org/obo/HAO_0001535>	"The fossa that is located on the basitarsal articular process of the protibia and accommodate the tibial condyle of the probasitarsus."	
<http://purl.obolibrary.org/obo/HAO_0002414>	"The submedial corner at the distoventral margin of the cupula."	
<http://purl.obolibrary.org/obo/HAO_0001614>	"The acrosternite that is located on abdominal sternum 9."	
<http://purl.obolibrary.org/obo/AISM_0000309>	"The mesotarsomere that is distal to the mesotarsomere 1 and is encircled by the mesotarsomere 1-mesotarsomere 2 conjunctiva."@en	
<http://purl.obolibrary.org/obo/HAO_0002188>	"The tergite that is connected to female T9 by muscles."	
<http://purl.obolibrary.org/obo/HAO_0000750>		
<http://purl.obolibrary.org/obo/HAO_0000605>	"The region of the metapectal-propodeal complex that is anterolateral to the first abdominal spiracle and delimited posteriorly by elongate and usually oblique structures."	
<http://purl.obolibrary.org/obo/HAO_0000973>	"The carina that arises from the anterior mandibular articulation that is located medially of the orbital carina and laterally of the frontal carina."	
<http://purl.obolibrary.org/obo/AISM_0004302>	"The mouth that is surrounded by insect mandibles, labium, and labrum and is anterior to the hypopharynx."@en	
<http://purl.obolibrary.org/obo/AISM_0004314>	"The insect spiracle that is part of the insect thorax."@en	
<http://purl.obolibrary.org/obo/HAO_0001279>	"The sclerite that is located on the proximolateral margin of the metatrochanter and corresponds to the site of insertion of the median metacoxo-metatrochanteral muscle."	
<http://purl.obolibrary.org/obo/HAO_0000476>	"The mesotrochanteral muscle that arises laterally from the lateral mesofurcal arm, laterally to the site of origin  of the median mesofurco-mesotrochanteral muscle and inserts on the mesotrochanteral apodeme."	
<http://purl.obolibrary.org/obo/HAO_0001796>	"The area that extends along the posterior margin of the mesoscutellum and is delimited anteriorly by the posterior mesoscutellar sulcus."	
<http://purl.obolibrary.org/obo/HAO_0000631>	"The tibia that is located on the hind leg."	
<http://purl.obolibrary.org/obo/HAO_0000620>	"The hind wing third axillary muscle that originates from the metapleuron and inserts on the third axillary sclerite of the hind wing."	
<http://purl.obolibrary.org/obo/HAO_0000980>	"The sclerite that is located dorsally of the anal opening."	
<http://purl.obolibrary.org/obo/HAO_0000204>	"The wing fold that is located on the fore wing, parallels the anal vein, and extends to the claval notch on the wing margin."	
<http://purl.obolibrary.org/obo/HAO_0002249>	"The conjunctiva that connects the female T8 with female T9 and is tubular."	
<http://purl.obolibrary.org/obo/HAO_0002561>	"The invagination that forms the mesofurca."	
<http://purl.obolibrary.org/obo/AISM_0004006>	"The sclerite of the cuticle of labium that is attached to the prementum by the premental-palpigeral conjunctiva and to the cuticle of labial palpus by the palpigero-palpal conjunctiva."@en	
<http://purl.obolibrary.org/obo/HAO_0002557>	"The region that is defined by leather-like microsculpture on the anterior region of abdominal T7 lateral to the Waterston's evaporatorium."	
<http://purl.obolibrary.org/obo/AISM_0004204>	"The insect thoracic muscle that attaches to the notum and to the trochantin."@en	
<http://purl.obolibrary.org/obo/HAO_0001441>	"The intrinsic leg muscle that arises anteriorly from the mesotibia and inserts on the anterior proximal process of the mesobasitarsus."	
<http://purl.obolibrary.org/obo/HAO_0000439>	"The carina that extends between the dorsal margin of the antennal rims."	
<http://purl.obolibrary.org/obo/AISM_0004067>	"The region of the cuticle in the postabdomen that is attached to the genital chamber."@en	
<http://purl.obolibrary.org/obo/HAO_0000480>	"The anatomical line that is the shortest between the margins of the  median and lateral ocelli."	
<http://purl.obolibrary.org/obo/HAO_0000118>	"The mesofurcal muscle that originates from the mesopleuron and inserts distally on the mesofurca."	
<http://purl.obolibrary.org/obo/AISM_0004260>	"The sclerite that is part of the pretarsus."@en	
<http://purl.obolibrary.org/obo/AISM_0000357>	"The antenna that has scapus, pedicellus, and flagellomeres 1-6, and does not have flagellomere 7."@en	
<http://purl.obolibrary.org/obo/HAO_0001957>	"The area that is raised and  extends from between the antennal foramina to the posterior margin of the clypeus."	
<http://purl.obolibrary.org/obo/HAO_0000149>	"The anatomical line that extends on the border between two articulating sclerites."	
<http://purl.obolibrary.org/obo/HAO_0000862>	"The pleuron that is articulated with the fore leg, connected dorsolaterally (anterolaterally) with the pronotum and ventrally (posteriorly) with the prosternum."	
<http://purl.obolibrary.org/obo/HAO_0001939>	"The articulation that is composed of the mandibular acetabulum and the pleurostomal condyle."	
<http://purl.obolibrary.org/obo/HAO_0000309>	"The sclerite that is located on the thoracic sternum posteriorly of the spinasternum."	
<http://purl.obolibrary.org/obo/HAO_0000009>		
<http://purl.obolibrary.org/obo/HAO_0001779>	"The head muscle that inserts on the mandible."	
<http://purl.obolibrary.org/obo/HAO_0001970>	"The subdivision of the body that is composed of the pterothorax and the metapectus."	
<http://purl.obolibrary.org/obo/AISM_0004041>	"The arthropod foramen that is part of the foramen occipitale and located below the tentorial bridge."@en	
<http://purl.obolibrary.org/obo/HAO_0000989>	"The spur that is curved and projects from the apex of the last tarsal segment on either side of the arolium of the pretarsus."	
<http://purl.obolibrary.org/obo/HAO_0000721>	"The apophysis that is adjacent to the pleural ridge."	
<http://purl.obolibrary.org/obo/HAO_0000266>	"The postoccipital muscle that arises from the dorsal part of the lateral area of the dorsal profurcal lamella and inserts on the postocciput."	
<http://purl.obolibrary.org/obo/HAO_0001479>	"The articular process that is located distodorsally on the mesotibia and bears the basitarsal fossa of the protiba."	
<http://purl.obolibrary.org/obo/HAO_0000499>	"The carina that is longitudinal and is located on the metacoxa."	
<http://purl.obolibrary.org/obo/HAO_0000112>	"The sclerite of the anterior glossal plate that is lateral to the median conjunctiva of the anterior glossal plate."	
<http://purl.obolibrary.org/obo/HAO_0001566>	"The thoracic muscle that inserts on the third axillary sclerite of the hind wing."	
<http://purl.obolibrary.org/obo/HAO_0001134>	"The tarsomere that is distal to and connected to the first tarsomere of the mid leg."	
<http://purl.obolibrary.org/obo/HAO_0001177>	"The articulation that is part of the second valvifer-second valvula-third valvula complex and adjacent to the rhachis."	
<http://purl.obolibrary.org/obo/HAO_0000870>	"The mesofurcal muscle that arises from the prospinasternum and inserts on the mesofurca."	
<http://purl.obolibrary.org/obo/AISM_0000002>	"The region of cuticle that is composed two articular surfaces that are adjacent to each other."@en	
<http://purl.obolibrary.org/obo/HAO_0000622>		
<http://purl.obolibrary.org/obo/HAO_0002468>	"The straight anatomical line between the proximal and distal ends of the malar sulcus."	
<http://purl.obolibrary.org/obo/AISM_0004286>	"The insect body segment that is part of the insect thorax."@en	"http://flybase.org/cgi-bin/cvreport.pl?cvterm=FBbt:00000016"
<http://purl.obolibrary.org/obo/HAO_0000846>	"The anterior thoracic spiracle occlusor muscle that arises from the pronotum."	
<http://purl.obolibrary.org/obo/HAO_0001503>	"The spiracular muscle that arises from the lateral sternal apodeme of the abdominal sternum 7 and inserts on the 7th abdominal spiracle."	
<http://purl.obolibrary.org/obo/HAO_0000684>	"The ridge that extends along the anterior margin of the metapectus."	
<http://purl.obolibrary.org/obo/AISM_0000432>	"The metatibial carina that is located in the antero-dorsal region of the metatibia."@en	
<http://purl.obolibrary.org/obo/AISM_0004064>	"The cuticle of the paired cuticular evagination of the postabdomen that is attached to the cuticle of phallobase by the phallobasal-parameral conjunctiva and to the cuticle of aedeagus by the paramero-aedeagal conjunctiva."@en	
<http://purl.obolibrary.org/obo/HAO_0002357>	"The area of the cranium between the dorsal margin of the compound eye and the posterolateral cranial corner."	
<http://purl.obolibrary.org/obo/AISM_0000371>	"The dorsal protibial cuticular tooth that is proximal to the dorsal protibial cuticular tooth 3."@en	
<http://purl.obolibrary.org/obo/HAO_0001870>	"The muscle that arises laterally from the metapleuron and iserts on the muscle bearing process of the metanotum."	
<http://purl.obolibrary.org/obo/HAO_0001749>	"The venation of the fore wing."	
<http://purl.obolibrary.org/obo/HAO_0002376>	"The anatomical cluster anterior to the malar sulcus that is composed of carinae radiating from the pleurostomal condyle."	
<http://purl.obolibrary.org/obo/AISM_0000414>	"The bilaterally paired anatomical margin part of the anterior region of the clypeal margin that is lateral to lateral clypeal teeth 1 and medial to latera clypeal tooth 2."	
<http://purl.obolibrary.org/obo/HAO_0002420>	"The conjunctiva that connects the lateral end of the antecostal sulcus of the first abdominal tergum with the anterior margin of the metanoto-propodeo-metapecto-mesopectal complex."	
<http://purl.obolibrary.org/obo/HAO_0000102>	"The anatomical cluster that is composed of the probasitarsus and calcar."	
<http://purl.obolibrary.org/obo/AISM_0004191>	"The conjunctiva that encircles the propretarsus by joining the distal margin of the distalmost protarsomere and the proximal margin of the propretarsus."@en	
<http://purl.obolibrary.org/obo/HAO_0001272>	"The area of the metapectal-propodeal complex that is located anteriorly of the metapleural sulcus and laterally of the metadiscrimen."	
<http://purl.obolibrary.org/obo/HAO_0001291>	"The seta that is located apically on the gonstyle."	
<http://purl.obolibrary.org/obo/HAO_0002189>	"The ovipositor muscle that arises from the interarticular ridge of the first valvifer and inserts on the second valvifer."	
<http://purl.obolibrary.org/obo/HAO_0000775>	"The pit that corresponds to the dilator muscle apodeme."	
<http://purl.obolibrary.org/obo/HAO_0002580>	"The gonostyle/volsella complex-volsellal muscle that arises laterally of the submedian conjunctiva on the distoventral margin of gonostyle/volsella complex."	
<http://purl.obolibrary.org/obo/HAO_0001106>	"The basitarsus that is located on the protarsus."	
<http://purl.obolibrary.org/obo/HAO_0001356>	"The sulcus that corresponds to the mesopleural ridge."	
<http://purl.obolibrary.org/obo/HAO_0000483>	"The area of the pronotum that is lateral and delimited medially by the epomial carina."	
<http://purl.obolibrary.org/obo/HAO_0001385>	"The medial coxal condyle of the pectus that is located on the medial coxal articular process of the metapectus and inserts into the medial metapectal fossa of the metacoxa."	
<http://purl.obolibrary.org/obo/HAO_0001811>	"The sulcus that extends between the malar sulcus and the occipital foramen."	
<http://purl.obolibrary.org/obo/HAO_0000886>		
<http://purl.obolibrary.org/obo/HAO_0000823>	"The discrimen that is located in the prothorax and corresponds to the prodiscrimenal lamella."	
<http://purl.obolibrary.org/obo/HAO_0001661>	"The maxillar muscle that arises from the posterior sclerite of the stipes medial to the site of origin of the stipito-lacinial muscle and inserts on the median wall of the galeo-lacinial complex distal to the stipito-lacinial muscle."	
<http://purl.obolibrary.org/obo/HAO_0001644>	"The mesocoxal muscle that arises from the mesonotum and inserts on the posterior margin of the mesocoxa."	
<http://purl.obolibrary.org/obo/HAO_0001258>	"The condyle that is located on the femoral articular process of the mesotrochanter and inserts into the trochanteral fossa of the mesofemur."	
<http://purl.obolibrary.org/obo/HAO_0001886>	"The edge that traverses the upper face between the antennal foramen and the median ocellus separating a more horizontal dorsal and a more vertical ventral area."	
<http://purl.obolibrary.org/obo/HAO_0000941>	"The carina that delimits the skaphion posteriorly."	
<http://purl.obolibrary.org/obo/HAO_0001025>	"The carina that delimits the supraalar area posteriorly."	
<http://purl.obolibrary.org/obo/HAO_0000600>	"The area that is concave, and is delimited medially by the metascutellum, laterally by the supraalar area and posteriorly by the metascutellar arm."	
<http://purl.obolibrary.org/obo/HAO_0001986>	"The projection that is located proximally on the external surface of the mandible distomedially of the mandibular condyle."	
<http://purl.obolibrary.org/obo/HAO_0001683>	"The anatomical space that is located on the boundary of the hypopharyngeal wall and the labium. The orifice is situated dorsally of the base of the glossa and corresponds to the opening for the salivarium."	
<http://purl.obolibrary.org/obo/AISM_0000144>	"The apophysis that is located ventromedially on the thorax and is connected to the coxa via muscles."@en	
<http://purl.obolibrary.org/obo/UBERON_0001001>	"A cuticular covering that is composed primarily of chitin. The main structural component of arthropod cuticle is a polysaccharide, chitin, composed of N-acetylglucosamine units, together with proteins and lipids[WP]."	"MIAA:0000150 Wikipedia:Arthropod_exoskeleton EFO:0000944 MAT:0000150 HAO:0000240"
<http://purl.obolibrary.org/obo/AISM_0004106>	"The abdominal sternite of the preabdomen that is attached to the posterior margin of the abdominal sternite III by the abdominal sternite III-abdominal sternite IV conjunctiva."@en	
<http://purl.obolibrary.org/obo/HAO_0001102>	"The region of the ovipositor that is composed of the first valvifer and the first valvula."	
<http://purl.obolibrary.org/obo/HAO_0001715>	"The lateral region of the metaphragma."	
<http://purl.obolibrary.org/obo/HAO_0001501>	"The fossa that is located anteriorly on the metatrochanter and accommodates the anterior trochanteral condyle of the metacoxa."	
<http://purl.obolibrary.org/obo/AISM_0004232>	"The sclerite on the ventral region of the metathorax that bears the metafurca and is attached to the metapleuro-metasternal conjunctiva."@en	
<http://purl.obolibrary.org/obo/AISM_0000014>	"The articulation between the mandible and the cranium."@en	
<http://purl.obolibrary.org/obo/HAO_0001812>	"The antennal muscle that arises medially from the proximal parts of the dorsal and anterior tentorial arms and is inserted posteriorly (dorsally) on the proximal part of the scape."	
<http://purl.obolibrary.org/obo/HAO_0001718>	"The thoracic muscle that inserts on the metanotum."	
<http://purl.obolibrary.org/obo/HAO_0001998>	"The carina that is longitudinal, arises posteriorly from the petiolar collar and extends dorsolaterally on the abdominal tergum 2 medially of the dorsope and the second abdominal spiracle."	
<http://purl.obolibrary.org/obo/HAO_0001445>	"The metapleuro-metabasalar muscle that arises anteriorly of the paracoxal ridge."	
<http://purl.obolibrary.org/obo/HAO_0002083>	"The cardinal ridge that is median."	
<http://purl.obolibrary.org/obo/HAO_0001863>	"The axillary cord that is located on the fore wing."	
<http://purl.obolibrary.org/obo/HAO_0001208>	"The condyle that is located on the tibial articular process of the probasitarsus and inserts into the basitarsal fossa of the protibia."	
<http://purl.obolibrary.org/obo/HAO_0002597>	"The 2nd valvifer-venom gland reservoir muscle that originates at the medial surface of the most anterior part of the 2nd valvifer and inserts dorsally at the anterior part of the venom gland reservoir."	
<http://purl.obolibrary.org/obo/AISM_0000194>	"The tentorial pit that correspods to the anterior (dorsal in prognathous head) end of the tentorium."@en	
<http://purl.obolibrary.org/obo/HAO_0000760>	"The ridge that extends along the dorsal margin of the dorsal profurcal lamella and corresponds to the site of origin of the lateral profurco-procoxal muscle."	
<http://purl.obolibrary.org/obo/HAO_0001035>	"The sclerite that is located anterolaterally of the coxa and corresponds to the site of insertion of the notal-trochantinal muscle."	
<http://purl.obolibrary.org/obo/HAO_0001691>	"The projection that is located ventrally on the malar space."	
<http://purl.obolibrary.org/obo/HAO_0001775>	"The antennal muscle that arises posteromedially on the proximal part of the scape and inserts laterally on the proximal part of the pedicel."	
<http://purl.obolibrary.org/obo/AISM_0004090>	"Is the abdominal tergite of the preabdomen that is attached to the posterior margin of the abdominal tergite III by the abdominal tergite III-abdominal tergite IV conjunctiva."@en	
